4,0.04
6,4.61
8,5.52
10,1.77
12,1.34
14,1.45
16,0.25
18,0.55
20,2.16
22,1.8
24,0.4
26,0.3
28,1.07
30,1.13
32,0.44
34,0.09
36,0.94
38,2.69
40,4.09
42,4.46
44,3.91
46,3.02
48,2.64
50,3.32
52,5.45
54,8.76
56,12.9
58,17.24
60,21.45
62,25.09
64,27.83
66,29.64
68,30.54
70,30.58
72,29.67
74,28.47
76,26.94
78,24.96
80,23.18
82,21.17
84,19.06
86,17.17
88,15.69
90,14.02
92,12.54
94,11.31
96,10.02
98,9.02
100,8.06
102,7.27
104,6.55
106,5.9
108,5.32
110,4.79
112,4.34
114,3.94
116,3.56
118,3.22
120,2.94
